Name	ORF
RPB7	YDR404C
MRP20	YDR405W
TRS120	YDR407C
SIZ1	YDR409W
STE14	YDR410C
DFM1	YDR411C
RRP17	YDR412W
ERD1	YDR414C
YDR415C	YDR415C
YDR417C	YDR417C
RPL12B	YDR418W
RAD30	YDR419W
HKR1	YDR420W
SIP1	YDR422C
DYN2	YDR424C
SNX41	YDR425W
RPN9	YDR427W
BNA7	YDR428C
CYM1	YDR430C
GPI17	YDR434W
PPZ2	YDR436W
GPI19	YDR437W
THI74	YDR438W
LRS4	YDR439W
APT2	YDR441C
SSN2	YDR443C
YDR444W	YDR444W
RPS17B	YDR447C
ADA2	YDR448W
UTP6	YDR449C
RPS18A	YDR450W
PPN1	YDR452W
NHX1	YDR456W
TOM1	YDR457W
HEH2	YDR458C
PFA5	YDR459C
TFB3	YDR460W
MRPL28	YDR462W
SPP41	YDR464W
RMT2	YDR465C
PKH3	YDR466W
SDC1	YDR469W
TRS31	YDR472W
PRP3	YDR473C
JIP4	YDR475C
YDR476C	YDR476C
SNF1	YDR477W
PEX29	YDR479C
DIG2	YDR480W
CWC21	YDR482C
KRE2	YDR483W
VPS52	YDR484W
VPS72	YDR485C
VPS60	YDR486C
PAC11	YDR488C
SLD5	YDR489W
PKH1	YDR490C
IZH1	YDR492W
MZM1	YDR493W
RSM28	YDR494W
VPS3	YDR495C
PUF6	YDR496C
ITR1	YDR497C
LCD1	YDR499W
RPL37B	YDR500C
LPP1	YDR503C
SPG3	YDR504C
PSP1	YDR505C
GMC1	YDR506C
GIN4	YDR507C
GNP1	YDR508C
SMT3	YDR510W
SDH7	YDR511W
GRX2	YDR513W
YDR514C	YDR514C
SLF1	YDR515W
EMI2	YDR516C
EUG1	YDR518W
FPR2	YDR519W
URC2	YDR520C
AGE1	YDR524C
SNA2	YDR525W-A
APA2	YDR530C
KRE28	YDR532C
PAD1	YDR538W
FDC1	YDR539W
PAU10	YDR542W
YRF1-1	YDR545W
YEL077C	YEL077C
YEL075W-A	YEL075W-A
YEL075C	YEL075C
YEL074W	YEL074W
YEL068C	YEL068C
AVT2	YEL064C
CAN1	YEL063C
NPR2	YEL062W
PCM1	YEL058W
POL5	YEL055C
RPL12A	YEL054C
AFG1	YEL052W
RML2	YEL050C
PAU2	YEL049W
TCA17	YEL048C
FRD1	YEL047C
GLY1	YEL046C
IES6	YEL044W
YEL043W	YEL043W
GDA1	YEL042W
UTR2	YEL040W
ANP1	YEL036C
HYP2	YEL034W
MCM3	YEL032W
SPF1	YEL031W
ECM10	YEL030W
YEL028W	YEL028W
VMA3	YEL027W
SNU13	YEL026W
YEL025C	YEL025C
GEA2	YEL022W
PXP1	YEL020C
EAF5	YEL018W
PMP2	YEL017C-A
GTT3	YEL017W
EDC3	YEL015W
VAC8	YEL013W
UBC8	YEL012W
GLC3	YEL011W
MIT1	YEL007W
YEA6	YEL006W
VAB2	YEL005C
YEA4	YEL004W
GIM4	YEL003W
WBP1	YEL002C
IRC22	YEL001C
NOP16	YER002W
PMI40	YER003C
FMP52	YER004W
YND1	YER005W
NUG1	YER006W
PAC2	YER007W
TMA20	YER007C-A
SEC3	YER008C
NTF2	YER009W
YER010C	YER010C
TIR1	YER011W
PRE1	YER012W
PRP22	YER013W
HEM14	YER014W
FAA2	YER015W
BIM1	YER016W
AFG3	YER017C
SPC25	YER018C
ISC1	YER019W
GPA2	YER020W
RPN3	YER021W
SRB4	YER022W
PRO3	YER023W
YAT2	YER024W
GCD11	YER025W
GAL83	YER027C
CHZ1	YER030W
YPT31	YER031C
FIR1	YER032W
ZRG8	YER033C
YER034W	YER034W
HVG1	YER039C
YEN1	YER041W
SAH1	YER043C
SPO73	YER046W
SAP1	YER047C
CAJ1	YER048C
RSM18	YER050C
JHD1	YER051W
HOM3	YER052C
RPL34A	YER056C-A
HMF1	YER057C
PET117	YER058W
THO1	YER063W
RGI1	YER067W
RPS24A	YER074W
PTP3	YER075C
YER076C	YER076C
MRX1	YER077C
ICP55	YER078C
AIM9	YER080W
UTP7	YER082C
ILV1	YER086W
AIM10	YER087W
SBH1	YER087C-B
DOT6	YER088C
TRP2	YER090W
MET6	YER091C
IES5	YER092W
AIM11	YER093C-A
PRS2	YER099C
AST2	YER101C
RPS8B	YER102W
SSA4	YER103W
RTT105	YER104W
NUP157	YER105C
GLE2	YER107C
KAP123	YER110C
LSM4	YER112W
TMN3	YER113C
BOI2	YER114C
SPR6	YER115C
SLX8	YER116C
RPL23B	YER117W
AVT6	YER119C
YER119C-A	YER119C-A
SCS2	YER120W
GLO3	YER122C
YCK3	YER123W
NSA2	YER126C
LCP5	YER127W
VFA1	YER128W
SAK1	YER129W
PMD1	YER132C
GLC7	YER133W
YER134C	YER134C
GDI1	YER136W
EMP65	YER140W
COX15	YER141W
MAG1	YER142C
DDI1	YER143W
UBP5	YER144C
FTR1	YER145C
LSM5	YER146W
SCC4	YER147C
SPT15	YER148W
PEA2	YER149C
UBP3	YER151C
PET122	YER153C
BEM2	YER155C
COG3	YER157W
SPT2	YER161C
RAD4	YER162C
GCG1	YER163C
CHD1	YER164W
PAB1	YER165W
DNF1	YER166W
BCK2	YER167W
ADK2	YER170W
RAD3	YER171W
BRR2	YER172C
RAD24	YER173W
GRX4	YER174C
ECM32	YER176W
BMH1	YER177W
ISC10	YER180C
FMP10	YER182W
FAU1	YER183C
PUG1	YER185W
YER186C	YER186C
YER188W	YER188W
YER189W	YER189W
YRF1-2	YER190W
YFL066C	YFL066C
YFL065C	YFL065C
YFL064C	YFL064C
COS4	YFL062W
THI5	YFL058W
SWP82	YFL049W
RGD2	YFL047W
FMP32	YFL046W
SEC53	YFL045C
OTU1	YFL044C
LAM5	YFL042C
FET5	YFL041W
YPT1	YFL038C
MOB2	YFL034C-B
RPL22B	YFL034C-A
MIL1	YFL034W
RIM15	YFL033C
CAK1	YFL029C
CAF16	YFL028C
GYP8	YFL027C
BST1	YFL025C
EPL1	YFL024C
FRS2	YFL022C
PAU5	YFL020C
SMX2	YFL017W-A
MDJ1	YFL016C
IES1	YFL013C
WWM1	YFL010C
CDC4	YFL009W
SMC1	YFL008W
BLM10	YFL007W
YF6W	YFL006W
SEC4	YFL005W
SPB4	YFL002C
DEG1	YFL001W
LOC1	YFR001W
NIC96	YFR002W
YPI1	YFR003C
RPN11	YFR004W
YFH7	YFR007W
GCN20	YFR009W
UBP6	YFR010W
MIC19	YFR011C
IOC3	YFR013W
CMK1	YFR014C
YFR016C	YFR016C
YFR018C	YFR018C
FAB1	YFR019W
ATG18	YFR021W
ROG3	YFR022W
LSB3	YFR024C-A
HIS2	YFR025C
ECO1	YFR027W
MET10	YFR030W
SMC2	YFR031C
RPL2A	YFR031C-A
IRC5	YFR038W
OSW7	YFR039C
SAP155	YFR040W
KEG1	YFR042W
YFR045W	YFR045W
CNN1	YFR046C
BNA6	YFR047C
RMD8	YFR048W
YMR31	YFR049W
PRE4	YFR050C
RPN12	YFR052W
IRC7	YFR055W
PAU11	YGL261C
MNT2	YGL257C
ADH4	YGL256W
RMR1	YGL250W
PDE1	YGL248W
BRR6	YGL247W
RAI1	YGL246C
RTF1	YGL244W
TAD1	YGL243W
YGL242C	YGL242C
KAP114	YGL241W
DOC1	YGL240W
CSE1	YGL238W
MTO1	YGL236C
SEC15	YGL233W
TAN1	YGL232W
EMC4	YGL231C
SHE10	YGL228W
VID30	YGL227W
OST5	YGL226C-A
MTC3	YGL226W
SDT1	YGL224C
EDC1	YGL222C
NIF3	YGL221C
MDM34	YGL219C
KIP3	YGL216W
CLG1	YGL215W
SKI8	YGL213C
VAM7	YGL212W
NCS6	YGL211W
YPT32	YGL210W
SIP2	YGL208W
SPT16	YGL207W
CHC1	YGL206C
YGL204C	YGL204C
KEX1	YGL203C
MCM6	YGL201C
EMP24	YGL200C
YIP4	YGL198W
DSD1	YGL196W
GCN1	YGL195W
HOS2	YGL194C
YGL193C	YGL193C
CDC55	YGL190C
YGL188C	YGL188C
COX4	YGL187C
TPN1	YGL186C
YGL185C	YGL185C
STR3	YGL184C
GTS1	YGL181W
ATG1	YGL180W
MPT5	YGL178W
YGL177W	YGL177W
YGL176C	YGL176C
BUD13	YGL174W
XRN1	YGL173C
ROK1	YGL171W
SUA5	YGL169W
PMR1	YGL167C
YRB30	YGL164C
SUT1	YGL162W
YIP5	YGL161C
AIM14	YGL160W
YGL159W	YGL159W
ARI1	YGL157W
AMS1	YGL156W
CDC43	YGL155W
NUT1	YGL151W
INO80	YGL150C
YGL149W	YGL149W
RPL9A	YGL147C
TIP20	YGL145W
ROG1	YGL144C
GPI10	YGL142C
YGL140C	YGL140C
FLC3	YGL139W
SEC27	YGL137W
MRM2	YGL136C
RPL1B	YGL135W
ITC1	YGL133W
SNT2	YGL131C
CEG1	YGL130W
RSM23	YGL129C
SOH1	YGL127C
SCS3	YGL126W
MET13	YGL125W
RPS2	YGL123W
NAB2	YGL122C
COQ8	YGL119W
CDC20	YGL116W
SNF4	YGL115W
YGL114W	YGL114W
SLD3	YGL113W
CUE3	YGL110C
RMD9	YGL107C
MLC1	YGL106W
RPL28	YGL103W
YGL102C	YGL102C
SEH1	YGL100W
LSG1	YGL099W
USE1	YGL098W
VPS45	YGL095C
PAN2	YGL094C
SPC105	YGL093W
NUP145	YGL092W
NBP35	YGL091C
YGL088W	YGL088W
MAD1	YGL086W
GUP1	YGL084C
SCY1	YGL083W
YGL082W	YGL082W
MPC1	YGL080W
KXD1	YGL079W
DBP3	YGL078C
HNM1	YGL077C
RPL7A	YGL076C
MPS2	YGL075C
RPB9	YGL070C
MNP1	YGL068W
NPY1	YGL067W
SGF73	YGL066W
ALG2	YGL065C
MRH4	YGL064C
DUO1	YGL061C
YBP2	YGL060W
PKP2	YGL059W
RAD6	YGL058W
GEP7	YGL057C
SDS23	YGL056C
ERV14	YGL054C
PRM8	YGL053W
MST27	YGL051W
TYW3	YGL050W
TIF4632	YGL049C
RPT6	YGL048C
ALG13	YGL047W
RNA15	YGL044C
HEM2	YGL040C
YGL039W	YGL039W
PNC1	YGL037C
YGL036W	YGL036W
RPL30	YGL030W
SCW11	YGL028C
TRP5	YGL026C
PGD1	YGL025C
PIB2	YGL023C
STT3	YGL022W
ALK1	YGL021W
GET1	YGL020C
CKB1	YGL019W
ATE1	YGL017W
KAP122	YGL016W
PUF4	YGL014W
ERG4	YGL012W
SCL1	YGL011C
MPO1	YGL010W
PMA1	YGL008C
PMC1	YGL006W
COG7	YGL005C
RPN14	YGL004C
ERP6	YGL002W
ERG26	YGL001C
EFM5	YGR001C
SWC4	YGR002C
CUL3	YGR003W
PEX31	YGR004W
TFG2	YGR005C
PRP18	YGR006W
ECT1	YGR007W
SEC9	YGR009C
NMA2	YGR010W
YGR011W	YGR011W
MCY1	YGR012W
SNU71	YGR013W
MSB2	YGR014W
EAT1	YGR015C
YGR016W	YGR016W
VMA7	YGR020C
MTL1	YGR023W
THG1	YGR024C
YGR025W	YGR025W
YGR026W	YGR026W
RPS25A	YGR027C
MSP1	YGR028W
ERV1	YGR029W
POP6	YGR030C
IMO32	YGR031W
GSC2	YGR032W
RPL26B	YGR034W
CAX4	YGR036C
ACB1	YGR037C
ORM1	YGR038W
YGR039W	YGR039W
KSS1	YGR040W
BUD9	YGR041W
MTE1	YGR042W
YGR045C	YGR045C
TAM41	YGR046W
TFC4	YGR047C
UFD1	YGR048W
SCM4	YGR049W
YGR050C	YGR050C
FMP48	YGR052W
RSC1	YGR056W
LST7	YGR057C
PEF1	YGR058W
ERG25	YGR060W
VHT1	YGR065C
UPF3	YGR072W
YGR073C	YGR073C
SMD1	YGR074W
PEX8	YGR077C
TWF1	YGR080W
SLX9	YGR081C
TOM20	YGR082W
GCD2	YGR083C
MRP13	YGR084C
RPL11B	YGR085C
PDC6	YGR087C
PRP31	YGR091W
DRN1	YGR093W
VAS1	YGR094W
ASK10	YGR097W
TEL2	YGR099W
MDR1	YGR100W
PCP1	YGR101W
GTF1	YGR102C
NOP7	YGR103W
SRB5	YGR104C
VMA21	YGR105W
VOA1	YGR106C
CLB1	YGR108W
SHY1	YGR112W
DAM1	YGR113W
SPT6	YGR116W
YGR117C	YGR117C
NUP57	YGR119C
YGR122W	YGR122W
YGR122C-A	YGR122C-A
PPT1	YGR123C
ASN2	YGR124W
YGR125W	YGR125W
YGR127W	YGR127W
UTP8	YGR128C
SYF2	YGR129W
YGR130C	YGR130C
PHB1	YGR132C
PEX4	YGR133W
VPS62	YGR141W
SKN1	YGR143W
NAT2	YGR147C
CCM1	YGR150C
CYS4	YGR155W
PTI1	YGR156W
CHO2	YGR157W
MTR3	YGR158C
NSR1	YGR159C
GTR2	YGR163W
MRPS35	YGR165W
TRS65	YGR166W
CLC1	YGR167W
PEX35	YGR168C
PSD2	YGR170W
MSM1	YGR171C
RBG2	YGR173W
CBP4	YGR174C
ERG1	YGR175C
ATF2	YGR177C
PBP1	YGR178C
OKP1	YGR179C
TIM13	YGR181W
YGR182C	YGR182C
UBR1	YGR184C
TYS1	YGR185C
TFG1	YGR186W
HGH1	YGR187C
CRH1	YGR189C
HIP1	YGR191W
PDX1	YGR193C
XKS1	YGR194C
FYV8	YGR196C
SNG1	YGR197C
YPP1	YGR198W
PMT6	YGR199W
ELP2	YGR200C
YGR201C	YGR201C
PCT1	YGR202C
TDA10	YGR205W
TRX2	YGR209C
YGR210C	YGR210C
SLI1	YGR212W
RPS0A	YGR214W
RSM27	YGR215W
GPI1	YGR216C
CCH1	YGR217W
CRM1	YGR218W
MRPL9	YGR220C
PET54	YGR222W
HSV2	YGR223C
DIE2	YGR227W
SMI1	YGR229C
NAS6	YGR232W
PHO81	YGR233C
MIC26	YGR235C
YGR237C	YGR237C
KEL2	YGR238C
PEX21	YGR239C
PFK1	YGR240C
YAP1802	YGR241C
MPC3	YGR243W
LSC2	YGR244C
SDA1	YGR245C
BRF1	YGR246C
CPD1	YGR247W
GCN5	YGR252W
COQ6	YGR255C
MTM1	YGR257C
RAD2	YGR258C
SAY1	YGR263C
MES1	YGR264C
HUA1	YGR268C
YTA7	YGR270W
SLH1	YGR271W
EFG1	YGR271C-A
YGR272C	YGR272C
RNH70	YGR276C
CWC22	YGR278W
YGR283C	YGR283C
ERV29	YGR284C
BIO2	YGR286C
IMA1	YGR287C
MAL13	YGR288W
MAL11	YGR289C
COS6	YGR295C
YHL050C	YHL050C
YHL049C	YHL049C
COS8	YHL048W
ARN2	YHL047C
PAU13	YHL046C
YHL044W	YHL044W
YHL042W	YHL042W
ARN1	YHL040C
EFM1	YHL039W
CBP2	YHL038C
MUP3	YHL036W
VMR1	YHL035C
SBP1	YHL034C
GOS1	YHL031C
ECM29	YHL030W
OCA5	YHL029C
YHL026C	YHL026C
SNF6	YHL025W
NPR3	YHL023C
OPI1	YHL020C
APM2	YHL019C
YHL017W	YHL017W
DUR3	YHL016C
OTU2	YHL013C
YH8C	YHL008C
STE20	YHL007C
HSE1	YHL002W
RPL14B	YHL001W
OSH7	YHR001W
LEU5	YHR002W
TCD1	YHR003C
NEM1	YHR004C
GPA1	YHR005C
ERG11	YHR007C
TDA3	YHR009C
VPS29	YHR012W
YSC84	YHR016C
YSC83	YHR017W
DED81	YHR019C
YHR020W	YHR020W
MYO1	YHR023W
MAS2	YHR024C
VMA16	YHR026W
RPN1	YHR027C
DAP2	YHR028C
YHI9	YHR029C
SLT2	YHR030C
RRM3	YHR031C
ERC1	YHR032W
YHR033W	YHR033W
PIH1	YHR034C
NEL1	YHR035W
PUT2	YHR037W
MSC7	YHR039C
VMA10	YHR039C-A
BCD1	YHR040W
SRB2	YHR041C
NCP1	YHR042W
DOG2	YHR043C
YHR045W	YHR045W
INM1	YHR046C
FSH1	YHR049W
SMF2	YHR050W
CIC1	YHR052W
YHR054C	YHR054C
RSC30	YHR056C
MED6	YHR058C
FYV4	YHR059W
GIC1	YHR061C
RPP1	YHR062C
SSF1	YHR066W
HTD2	YHR067W
DYS1	YHR068W
RRP4	YHR069C
TRM5	YHR070W
PCL5	YHR071W
ERG7	YHR072W
OSH3	YHR073W
QNS1	YHR074W
PPE1	YHR075C
NMD2	YHR077C
YHR078W	YHR078W
IRE1	YHR079C
LAM4	YHR080C
KSP1	YHR082C
SAM35	YHR083W
IPI1	YHR085W
NAM8	YHR086W
RPF1	YHR088W
GAR1	YHR089C
MSR1	YHR091C
HXT4	YHR092C
HXT1	YHR094C
PAL2	YHR097C
TRA1	YHR099W
GEP4	YHR100C
KIC1	YHR102W
SBE22	YHR103W
GRE3	YHR104W
YPT35	YHR105W
CDC12	YHR107C
CTM1	YHR109W
ERP5	YHR110W
APE4	YHR113W
DMA1	YHR115C
ORC6	YHR118C
SET1	YHR119W
MSH1	YHR120W
LSM12	YHR121W
CIA2	YHR122W
EPT1	YHR123W
FUR1	YHR128W
ARP1	YHR129C
YHR130C	YHR130C
YHR131C	YHR131C
IGO2	YHR132W-A
ARO9	YHR137W
DSE2	YHR143W
DCD1	YHR144C
MRPL6	YHR147C
IMP3	YHR148W
PEX28	YHR150W
MTC6	YHR151C
SPO12	YHR152W
RTT107	YHR154W
KEL1	YHR158C
YAP1801	YHR161C
MPC2	YHR162W
DNA2	YHR164C
PRP8	YHR165C
CDC23	YHR166C
THP2	YHR167W
DBP8	YHR169W
NMD3	YHR170W
ATG7	YHR171W
SPC97	YHR172W
ENO2	YHR174W
CTR2	YHR175W
FMO1	YHR176W
OYE2	YHR179W
SVP26	YHR181W
YHR182W	YHR182W
KOG1	YHR186C
IKI1	YHR187W
LNP1	YHR192W
EGD2	YHR193C
MDM31	YHR194W
NVJ1	YHR195W
UTP9	YHR196W
RIX1	YHR197W
AIM18	YHR198C
AIM46	YHR199C
YHR202W	YHR202W
RPS4B	YHR203C
MNL1	YHR204W
SCH9	YHR205W
YHR214W	YHR214W
IMD2	YHR216W
YHR218W	YHR218W
YIL177C	YIL177C
PAU14	YIL176C
VTH1	YIL173W
SUC2	YIL162W
YIL161W	YIL161W
BNR1	YIL159W
AIM20	YIL158W
COA1	YIL157C
GUT2	YIL155C
YIL152W	YIL152W
ESL1	YIL151C
MCM10	YIL150C
MLP2	YIL149C
RPL40A	YIL148W
SLN1	YIL147C
ATG32	YIL146C
NDC80	YIL144W
CCT2	YIL142W
AXL2	YIL140W
REV7	YIL139C
TPM2	YIL138C
TMA108	YIL137C
VHS2	YIL135C
RPL16A	YIL133C
CSM2	YIL132C
ASG1	YIL130W
TAO3	YIL129C
MET18	YIL128W
RRT14	YIL127C
STH1	YIL126W
AYR1	YIL124W
SIM1	YIL123W
POG1	YIL122W
RPI1	YIL119C
RHO3	YIL118W
POR2	YIL114C
SDP1	YIL113W
HOS4	YIL112W
HPM1	YIL110W
SEC24	YIL109C
YIL108W	YIL108W
PFK26	YIL107C
MOB1	YIL106W
SLM1	YIL105C
SHQ1	YIL104C
FMC1	YIL098C
BMT5	YIL096C
LYS12	YIL094C
RSM25	YIL093C
YIL092W	YIL092W
UTP25	YIL091C
ICE2	YIL090W
YIL089W	YIL089W
AVT7	YIL088C
AIM19	YIL087C
YIL086C	YIL086C
SDS3	YIL084C
CAB2	YIL083C
THS1	YIL078W
SEC28	YIL076W
RPN2	YIL075C
PCI8	YIL071C
MAM33	YIL070C
RPS24B	YIL069C
EFM4	YIL064W
YRB2	YIL063C
ARC15	YIL062C
SNP1	YIL061C
YIL059C	YIL059C
VHR1	YIL056W
YIL055C	YIL055C
GPP1	YIL053W
MMF1	YIL051C
PCL7	YIL050W
DFG10	YIL049W
NEO1	YIL048W
SYG1	YIL047C
MET30	YIL046W
CBR1	YIL043C
PKP1	YIL042C
APQ12	YIL040W
TED1	YIL039W
NOT3	YIL038C
CKA1	YIL035C
CAP2	YIL034C
BCY1	YIL033C
ULP2	YIL031W
SSM4	YIL030C
YIL024C	YIL024C
YKE4	YIL023C
RPB3	YIL021W
HIS6	YIL020C
RPL2B	YIL018W
VID28	YIL017C
SNL1	YIL016W
MNT3	YIL014W
DOT5	YIL010W
FAA3	YIL009W
NAS2	YIL007C
YIA6	YIL006W
EPS1	YIL005W
BET1	YIL004C
INP51	YIL002C
YI1W	YIL001W
SGN1	YIR001C
MPH1	YIR002C
DJP1	YIR004W
IST3	YIR005W
PAN1	YIR006C
EGH1	YIR007W
PRI1	YIR008C
DSN1	YIR010W
STS1	YIR011C
SQT1	YIR012W
RPR2	YIR015W
MET28	YIR017C
MRS1	YIR021W
SEC11	YIR022W
YVH1	YIR026C
MGA2	YIR033W
HYR1	YIR037W
GTT1	YIR038C
YIR044C	YIR044C
OPT1	YJL212C
RPS22A	YJL190C
RPL39	YJL189W
RPL17B	YJL177W
HSP150	YJL159W
YJL156W-A	YJL156W-A
VPS35	YJL154C
INO1	YJL153C
ROQ1	YJL144W
TIF2	YJL138C
LCB3	YJL134W
URA2	YJL130C
TRK1	YJL129C
CCT7	YJL111W
UTP10	YJL109C
RNR2	YJL026W
MPS3	YJL019W
TPH3	YJL016W
CCT3	YJL014W
YJL012C-A	YJL012C-A
RPC17	YJL011C
NOP9	YJL010C
CTK2	YJL006C
CYR1	YJL005W
SYS1	YJL004C
OST1	YJL002C
PRE3	YJL001W
POL31	YJR006W
TDH2	YJR009C
ESS1	YJR017C
RBH2	YJR030C
RAV1	YJR033C
URB2	YJR041C
POL32	YJR043C
PTK2	YJR059W
TOR1	YJR066W
LIA1	YJR070C
OPI3	YJR073C
TMH11	YJR085C
ADO1	YJR105W
CPA2	YJR109C
ATP2	YJR121W
RPS5	YJR123W
RSF2	YJR127C
PMT4	YJR143C
HMS2	YJR147W
UBA1	YKL210W
EMC3	YKL207W
LOS1	YKL205W
EAP1	YKL204W
PTK1	YKL198C
YKT6	YKL196C
MIA40	YKL195W
ACP1	YKL192C
CNB1	YKL190W
MTR2	YKL186C
SPE1	YKL184W
FAS1	YKL182W
PRS1	YKL181W
RPL17A	YKL180W
ZRT3	YKL175W
TPO5	YKL174C
SNU114	YKL173W
EBP2	YKL172W
TPK3	YKL166C
YKL165C-A	YKL165C-A
MCD4	YKL165C
KDX1	YKL161C
APE2	YKL157W
RSM22	YKL155C
SRP102	YKL154W
GPM1	YKL152C
NNR2	YKL151C
MCR1	YKL150W
RPT1	YKL145W
RPC25	YKL144C
LTV1	YKL143W
CTK1	YKL139W
APL2	YKL135C
PMU1	YKL128C
RRN3	YKL125W
SRP21	YKL122C
DGR2	YKL121W
SBA1	YKL117W
YKL115C	YKL115C
YKL111C	YKL111C
KTI12	YKL110C
YKL106C-A	YKL106C-A
AAT1	YKL106W
GFA1	YKL104C
YPF1	YKL100C
UTP11	YKL099C
YJU3	YKL094W
CYT2	YKL087C
HOT13	YKL084W
RRP14	YKL082C
TEF4	YKL081W
VMA5	YKL080W
SMY1	YKL079W
YKL076C	YKL076C
MUD2	YKL074C
LHS1	YKL073W
STB6	YKL072W
YKL070W	YKL070W
NUP	YKL068W
YET1	YKL065C
YKL063C	YKL063C
FBA1	YKL060C
TOA2	YKL058W
NUP120	YKL057C
TMA19	YKL056C
DEF1	YKL054C
ANR2	YKL047W
DCW1	YKL046C
MMO1	YKL044W
PHD1	YKL043W
NFU1	YKL040C
PTM1	YKL039W
YKL033W-A	YKL033W-A
TCD2	YKL027W
PAN3	YKL025C
URA6	YKL024C
SPT23	YKL020C
MCO12	YKL018C-A
UFD4	YKL010C
RPL14A	YKL006W
PAP1	YKR002W
OSH6	YKR003W
MRPL13	YKR006C
MEH1	YKR007W
RSC4	YKR008W
FOX2	YKR009C
TOF2	YKR010C
YKR011C	YKR011C
YPT52	YKR014C
HEL1	YKR017C
YKR018C	YKR018C
SAP190	YKR028W
SET3	YKR029C
SPC34	YKR037C
SHB17	YKR043C
HFL1	YKR051W
TRM2	YKR056W
GLG1	YKR058W
TIF1	YKR059W
PAM17	YKR065C
CCP1	YKR066C
GPT2	YKR067W
YKR073C	YKR073C
AIM29	YKR074W
TRZ1	YKR079C
NUP133	YKR082W
PRP16	YKR086W
OMA1	YKR087C
TGL4	YKR089C
SRP40	YKR092C
RPL40B	YKR094C
MLP1	YKR095W
ESL2	YKR096W
SKG1	YKR100C
YLL067C	YLL067C
YLL066C	YLL066C
PAU18	YLL064C
MHT1	YLL062C
MMP1	YLL061W
JLP1	YLL057C
YLL056C	YLL056C
FRE6	YLL051C
COF1	YLL050C
YBT1	YLL048C
RPL8B	YLL045C
VPS13	YLL040C
PRP19	YLL036C
YLL032C	YLL032C
SSA2	YLL024C
YLL020C	YLL020C
DPS1	YLL018C
BPT1	YLL015W
SOF1	YLL011W
SFI1	YLL003W
RTT109	YLL002W
DNM1	YLL001W
YL1C	YLR001C
CMS1	YLR003C
SSK1	YLR006C
NSE1	YLR007W
PAM18	YLR008C
RLP24	YLR009W
TEN1	YLR010C
PML1	YLR016C
MEU1	YLR017W
PSR2	YLR019W
IRC25	YLR021W
UBR2	YLR024C
AAT2	YLR027C
RPL15A	YLR029C
RAD5	YLR032W
RSC58	YLR033W
SMF3	YLR034C
PAU23	YLR037C
RIC1	YLR039C
PDC1	YLR044C
STU2	YLR045C
RPS0B	YLR048W
YLR053C	YLR053C
SPT8	YLR055C
FRS1	YLR060W
BMT6	YLR063W
SND2	YLR065C
MEF1	YLR069C
RGR1	YLR071C
LAM6	YLR072W
YLR076C	YLR076C
FMP25	YLR077W
BOS1	YLR078C
SIC1	YLR079W
EMP70	YLR083C
RAX2	YLR084C
ARP6	YLR085C
CSF1	YLR087C
GAA1	YLR088W
XDJ1	YLR090W
GEP5	YLR091W
NYV1	YLR093C
IOC2	YLR095C
KIN2	YLR096W
MIM2	YLR099W-A
SEN2	YLR105C
REA1	YLR106C
REX3	YLR107W
YLR108C	YLR108C
AHP1	YLR109W
HOG1	YLR113W
AVL9	YLR114C
CFT2	YLR115W
CLF100	YLR117C
YLR126C	YLR126C
APC2	YLR127C
DCN1	YLR128W
DIP2	YLR129W
ZRT2	YLR130C
USB1	YLR132C
CKI1	YLR133W
PDC5	YLR134W
SLX4	YLR135W
NHA1	YLR138W
SLS1	YLR139C
RRN5	YLR141W
DPH6	YLR143W
ACF2	YLR144C
PEP3	YLR148W
STM1	YLR150W
YLR152C	YLR152C
YLR162W	YLR162W
MAS1	YLR163C
PUS5	YLR165C
YLR169W	YLR169W
CBF5	YLR175W
SWI6	YLR182W
SKG3	YLR187W
MDL1	YLR188W
PEX13	YLR191W
UPS1	YLR193C
NMT1	YLR195C
PWP1	YLR196W
NOP56	YLR197W
YLR198C	YLR198C
COQ9	YLR201C
MSS51	YLR203C
ENT2	YLR206W
HRD3	YLR207W
SEC13	YLR208W
CLB4	YLR210W
TUB4	YLR212C
CRR1	YLR213C
CDC123	YLR215C
MSC3	YLR219W
CCC1	YLR220W
RSA3	YLR221C
UTP13	YLR222C
CDC42	YLR229C
FAR10	YLR238W
LIP2	YLR239C
VPS34	YLR240W
MAP1	YLR244C
CDD1	YLR245C
ERF2	YLR246W
IRC20	YLR247C
RCK2	YLR248W
MCP2	YLR253W
HSP60	YLR259C
VPS63	YLR261C
YPT6	YLR262C
TMA7	YLR262C-A
RPS28B	YLR264W
SEC22	YLR268W
YCS4	YLR272C
PIG1	YLR273C
MCM5	YLR274W
DBP9	YLR276C
YSH1	YLR277C
NNT1	YLR285W
CTS1	YLR286C
YLR287C	YLR287C
MEC3	YLR288C
GCD7	YLR291C
YLR296W	YLR296W
HRI1	YLR301W
STT4	YLR305C
IMH1	YLR309C
CDC25	YLR310C
MRPL15	YLR312W-A
SPH1	YLR313C
CDC3	YLR314C
TAD3	YLR316C
YLR317W	YLR317W
EST2	YLR318W
BUD6	YLR319C
CWC24	YLR323C
PEX30	YLR324W
RPL38	YLR325C
CHS5	YLR330W
RPS25B	YLR333C
YLR334C	YLR334C
NUP2	YLR335W
SGD1	YLR336C
VRP1	YLR337C
RPL26A	YLR344W
